kidney_low,kidney_high,liver_low,liver_high,spleen_low,spleen_high
0.2633349597454071,0.03800717741250992,0.16945728659629822,0.09178625047206879,0.30535370111465454,0.0689634308218956
0.6979410648345947,0.12787650525569916,0.3328184485435486,0.09032825380563736,0.5907303094863892,0.14959242939949036
0.18217922747135162,0.34611988067626953,0.07784687727689743,0.029258782044053078,0.27333006262779236,0.5900137424468994
0.05110562592744827,0.04192985221743584,0.023441171273589134,0.008730226196348667,0.03494058549404144,0.02273676171898842
0.2679002285003662,0.09525950998067856,0.7480701208114624,0.06402106583118439,0.2926410734653473,0.11514998227357864
0.18878968060016632,0.026517663151025772,0.31529709696769714,0.04772745445370674,0.10122630000114441,0.14403685927391052
0.12982787191867828,0.024109728634357452,0.3379661440849304,0.05071799084544182,0.4952704608440399,0.09240681678056717
0.22646088898181915,0.11742347478866577,0.7949945330619812,0.16718707978725433,0.5942502617835999,0.0961485356092453
0.016636831685900688,0.007606150582432747,0.5242021679878235,0.011188329197466373,0.18268723785877228,0.023428911343216896
0.033306021243333817,0.00856272503733635,0.6523641347885132,0.01307289581745863,0.22632041573524475,0.014902884140610695
0.1146882176399231,0.11685670167207718,0.12271811813116074,0.09333565831184387,0.2898806035518646,0.17190015316009521
0.23404191434383392,0.015789028257131577,0.1873115450143814,0.030564256012439728,0.0833468809723854,0.23941616714000702
0.19290928542613983,0.05886118486523628,0.38818615674972534,0.036450985819101334,0.31885194778442383,0.040116459131240845
0.3336995840072632,0.08497928082942963,0.25988009572029114,0.012264694087207317,0.2695711851119995,0.025630615651607513
0.411283940076828,0.11868155747652054,0.7314428687095642,0.1637035310268402,0.6509283781051636,0.21406705677509308
0.2674563527107239,0.08954805880784988,0.7084886431694031,0.1427968591451645,0.30040284991264343,0.19540773332118988
0.400036484003067,0.12772180140018463,0.30552685260772705,0.1332559436559677,0.4938209652900696,0.3284602165222168
0.5867617130279541,0.20560938119888306,0.599120020866394,0.14967244863510132,0.649005115032196,0.2729378640651703
0.2007702887058258,0.04496415704488754,0.09700365364551544,0.013059127144515514,0.10764770209789276,0.030010107904672623
0.03674275055527687,0.03839903697371483,0.0734793096780777,0.044985540211200714,0.09497765451669693,0.03355918824672699
0.030833905562758446,0.034377798438072205,0.10493820160627365,0.021238354966044426,0.13649417459964752,0.008490239270031452
0.2647499144077301,0.06747380644083023,0.16658319532871246,0.05638498440384865,0.22879211604595184,0.2975578010082245
0.11250284314155579,0.1103443056344986,0.294771283864975,0.03213972970843315,0.6102916598320007,0.1909850537776947
0.29941853880882263,0.1333034783601761,0.5149239897727966,0.08382587134838104,0.6174046397209167,0.05331640690565109
0.07089143246412277,0.07936196774244308,0.1475106030702591,0.005534469150006771,0.05542632192373276,0.04898649454116821
0.09775795042514801,0.10008680075407028,0.2533014714717865,0.013552499935030937,0.10266182571649551,0.04020696133375168
0.24952276051044464,0.011739194393157959,0.3625716269016266,0.03380756825208664,0.3379184305667877,0.039027273654937744
0.20070457458496094,0.05102378502488136,0.3308870494365692,0.04987112432718277,0.23648501932621002,0.05332300066947937
0.030596647411584854,0.005755322054028511,0.016139676794409752,0.003985011018812656,0.03978327289223671,0.02203291840851307
0.05968042463064194,0.012934747152030468,0.1021176278591156,0.010334032587707043,0.11893128603696823,0.024892151355743408
0.004677582532167435,0.018854130059480667,0.03406510502099991,0.005637557711452246,0.020168812945485115,0.03406865894794464
0.003284549806267023,0.0029938635416328907,0.003809069050475955,0.0026799989864230156,0.0053001344203948975,0.0376017764210701
0.09549777954816818,0.074266716837883,0.3132314085960388,0.08885975927114487,0.15781857073307037,0.12223872542381287
0.41191592812538147,0.14223040640354156,0.4441002905368805,0.0763155147433281,0.30868080258369446,0.09861910343170166
0.44754165410995483,0.060417525470256805,0.8112746477127075,0.45400673151016235,0.4763363003730774,0.3878704011440277
0.27402883768081665,0.1682778298854828,0.31832435727119446,0.05548567697405815,0.4658448398113251,0.11869816482067108
0.17802223563194275,0.04606395214796066,0.45682787895202637,0.03434105962514877,0.41450098156929016,0.08846349269151688
0.2925751507282257,0.04065606743097305,0.12079299986362457,0.22476908564567566,0.19554200768470764,0.040826618671417236
0.11815781891345978,0.007800883147865534,0.1375720053911209,0.08586424589157104,0.11967780441045761,0.02554653026163578
0.05272829532623291,0.014222678728401661,0.4752277433872223,0.04880591854453087,0.17599651217460632,0.08169388771057129
0.5478367805480957,0.19812746345996857,0.2787773609161377,0.08466130495071411,0.26160699129104614,0.0784296914935112
0.6445825099945068,0.6359984874725342,0.31354859471321106,0.09026186913251877,0.4812094569206238,0.08824789524078369
0.4127536118030548,0.4196474850177765,0.38211071491241455,0.030550872907042503,0.3684552013874054,0.03163079172372818
0.2609470784664154,0.07584025710821152,0.13415655493736267,0.03957949951291084,0.20572899281978607,0.16474567353725433
0.32767459750175476,0.04729798063635826,0.0304634477943182,0.052283331751823425,0.15015195310115814,0.009295852854847908
0.18279211223125458,0.044764190912246704,0.23158763349056244,0.08760322630405426,0.11655934154987335,0.04250370338559151
0.029909251257777214,0.004855389706790447,0.2069198191165924,0.012427723035216331,0.04682938754558563,0.09370697289705276
0.03932337835431099,0.047517940402030945,0.027237573638558388,0.005775830242782831,0.03979391232132912,0.09796643257141113
0.17299725115299225,0.027820104733109474,0.2705956697463989,0.08645926415920258,0.22176380455493927,0.25628337264060974
0.17388583719730377,0.16030827164649963,0.5466601252555847,0.25966280698776245,0.7000805139541626,0.11218518018722534
0.18211708962917328,0.010622130706906319,0.34710150957107544,0.007357622496783733,0.1165037602186203,0.023175185546278954
0.04557808116078377,0.06842522323131561,0.03590264916419983,0.010111351497471333,0.1573629081249237,0.08611717075109482
0.12069825828075409,0.06159249320626259,0.16722650825977325,0.028398657217621803,0.44401657581329346,0.15911437571048737
0.14570532739162445,0.022426916286349297,0.11283217370510101,0.04622575640678406,0.1494121551513672,0.08427732437849045
0.2381766438484192,0.018801581114530563,0.3926827311515808,0.035907939076423645,0.1006692573428154,0.08080326020717621
0.2783006429672241,0.026555906981229782,0.5001251697540283,0.07874902337789536,0.27276065945625305,0.1470753252506256
0.09992565214633942,0.5384313464164734,0.746299684047699,0.21431031823158264,0.9133557677268982,0.5127065777778625
0.25832003355026245,0.045777030289173126,0.5460937023162842,0.04078622907400131,0.40596920251846313,0.14725491404533386
0.04506538063287735,0.038472287356853485,0.012470218352973461,0.026053117588162422,0.06121520325541496,0.1656239628791809
0.031189076602458954,0.008445330895483494,0.08412463217973709,0.042430274188518524,0.16034208238124847,0.02990599349141121
0.18993647396564484,0.16384223103523254,0.4019278585910797,0.05110931023955345,0.2606731355190277,0.14744554460048676
0.0366450659930706,0.015747815370559692,0.015188385732471943,0.005766049958765507,0.05812333524227142,0.03524892404675484
0.5966163873672485,0.010353234596550465,0.6480382680892944,0.3109967112541199,0.14838151633739471,0.0532861202955246
0.48025378584861755,0.0720307007431984,0.2944832146167755,0.04015062004327774,0.2685275971889496,0.07582995295524597
0.2088732272386551,0.07394835352897644,0.48479098081588745,0.06839528679847717,0.5117864012718201,0.10967183113098145
0.0974227637052536,0.08345168828964233,0.2742404043674469,0.044750817120075226,0.426981657743454,0.14666089415550232
0.21078461408615112,0.09980277717113495,0.08622986823320389,0.09654519706964493,0.08375818282365799,0.5197275280952454
0.6649608016014099,0.43425995111465454,0.3439573645591736,0.18055102229118347,0.5843815803527832,0.6808381080627441
0.7078445553779602,0.04188139736652374,0.5882760882377625,0.19924579560756683,0.23330414295196533,0.09057220071554184
0.6973579525947571,0.09138715267181396,0.47852379083633423,0.2843521237373352,0.36549440026283264,0.12485572695732117
0.45017096400260925,0.17861595749855042,0.27788612246513367,0.035414375364780426,0.2136077731847763,0.03700200095772743
0.17351315915584564,0.024555064737796783,0.6985535025596619,0.04630502685904503,0.17156624794006348,0.014129798859357834
0.12609554827213287,0.03383321687579155,0.2998265027999878,0.052010923624038696,0.3564937114715576,0.3287839889526367
0.12912656366825104,0.02743629738688469,0.3424849808216095,0.0473373681306839,0.21497854590415955,0.053314656019210815
0.10206805914640427,0.07456845790147781,0.6796842217445374,0.09879752993583679,0.32707834243774414,0.4872951805591583
0.15668094158172607,0.05878131464123726,0.27992793917655945,0.09221244603395462,0.26706522703170776,0.17238546907901764
0.06785140931606293,0.014233975671231747,0.17289644479751587,0.01048632524907589,0.0879095047712326,0.007552982773631811
0.495451420545578,0.12412098050117493,0.8581358790397644,0.13669820129871368,0.5678561925888062,0.0644695907831192
0.6050869822502136,0.28770697116851807,0.7011651396751404,0.09734804183244705,0.503311276435852,0.07522685825824738
0.10730267316102982,0.03181534260511398,0.49565237760543823,0.024314910173416138,0.37491708993911743,0.04238193482160568
0.19425494968891144,0.07339383661746979,0.10172581672668457,0.09325184673070908,0.1515347808599472,0.25642964243888855
0.5190638303756714,0.28422337770462036,0.7406593561172485,0.6827346682548523,0.7813599705696106,0.9268478751182556
0.5479679107666016,0.21845643222332,0.6534633040428162,0.5122555494308472,0.6846644878387451,0.7977773547172546
