kidney_low,kidney_high,liver_low,liver_high,spleen_low,spleen_high
0.18262696266174316,0.04352722689509392,0.07521456480026245,0.06376387923955917,0.08462123572826385,0.09858911484479904
0.16669394075870514,0.08008886873722076,0.08578653633594513,0.10201644152402878,0.1226998120546341,0.17453983426094055
0.008779942989349365,0.02121521718800068,0.0361514575779438,0.012352313846349716,0.05655280128121376,0.026400284841656685
0.07986032217741013,0.055317092686891556,0.03598874807357788,0.03306431323289871,0.10659819096326828,0.09446067363023758
0.3951127827167511,0.21957887709140778,0.21667681634426117,0.24885199964046478,0.1255791187286377,0.11047223210334778
0.059155046939849854,0.07324399799108505,0.12790369987487793,0.07329806685447693,0.04842430353164673,0.03335888311266899
0.08496804535388947,0.03820269927382469,0.10733310878276825,0.03944169729948044,0.5194414854049683,0.19014689326286316
0.16892457008361816,0.04658457264304161,0.10152368247509003,0.033695075660943985,0.36916717886924744,0.1993207484483719
0.3273754119873047,0.06033918261528015,0.3451246917247772,0.04884779825806618,0.11034855246543884,0.056000009179115295
0.15025609731674194,0.05063655599951744,0.2861306369304657,0.04206820949912071,0.07037022709846497,0.034324534237384796
0.13953009247779846,0.3192567527294159,0.2117268592119217,0.13937145471572876,0.15653277933597565,0.1422155797481537
0.03697705268859863,0.01931748352944851,0.2138165682554245,0.050269175320863724,0.08248203247785568,0.03108414076268673
0.35040417313575745,0.21375122666358948,0.3380456864833832,0.10655929893255234,0.28690657019615173,0.22462721168994904
0.2111351191997528,0.11394679546356201,0.33180662989616394,0.07680001109838486,0.44479113817214966,0.2246238887310028
0.22161555290222168,0.3689797818660736,0.8557760715484619,0.3130152225494385,0.6403249502182007,0.4881192147731781
0.19267931580543518,0.26005733013153076,0.6429768800735474,0.1690797209739685,0.4906848073005676,0.30511388182640076
0.3966374695301056,0.055862072855234146,0.03793027997016907,0.01572292111814022,0.35311099886894226,0.5348832607269287
0.747143030166626,0.4336029589176178,0.7611526250839233,0.41716310381889343,0.42632701992988586,0.3226581811904907
0.5813304781913757,0.08583247661590576,0.28112056851387024,0.06519687175750732,0.2975202202796936,0.16556890308856964
0.1398378163576126,0.07730686664581299,0.10348573327064514,0.06600793451070786,0.11159439384937286,0.06893736869096756
0.11419901251792908,0.10267292708158493,0.13706721365451813,0.05140357092022896,0.07817550003528595,0.05320139229297638
0.4654045104980469,0.25506871938705444,0.11872463673353195,0.14039695262908936,0.4685928225517273,0.6794087290763855
0.24744802713394165,0.09475311636924744,0.4160841703414917,0.03582976758480072,0.2716637849807739,0.10925109684467316
0.31033211946487427,0.25345930457115173,0.6426368951797485,0.09602656215429306,0.46001994609832764,0.2534613311290741
0.03807029873132706,0.08316538482904434,0.1813218891620636,0.028669755905866623,0.06966756284236908,0.0379488505423069
0.053285133093595505,0.029691271483898163,0.1759086698293686,0.01647823490202427,0.07328923791646957,0.030047863721847534
0.25619712471961975,0.07418683171272278,0.5650911331176758,0.1038779467344284,0.3482138514518738,0.08846019953489304
0.15312528610229492,0.055417500436306,0.5633004903793335,0.07683691382408142,0.3106807768344879,0.09147508442401886
0.017051182687282562,0.015816276893019676,0.016635263338685036,0.005326268263161182,0.029153361916542053,0.019576970487833023
0.01586560532450676,0.014811546541750431,0.020034700632095337,0.005626605823636055,0.034986305981874466,0.018451882526278496
